NOME FERMATA,COMUNE
Einaudi Castelvecchio,Venezia
Belfredo Terraglio,Venezia
San Rocco Bruno,Venezia
Mattuglie Dignano,Venezia
Trivignano Park P14,Venezia
Trivignano Botticelli,Venezia
Trivignano Ca' Lin,Venezia
Trivignano centro,Venezia
Trivignano Gozzoli,Venezia
Trivignano Lotto,Venezia
Zelarino Parolari,Venezia
Zelarino Municipio,Venezia
Zelarino Chiesa,Venezia
Zelarino Carpaccio,Venezia
Castellana Marzenego,Venezia
Castellana Bellotto,Venezia
Circonvalazione Castellan,Venezia
Castellana Cipressina,Venezia
Circonvallazione Olimpia,Venezia
Zelarino Munaretto,Venezia
Einaudi Castelvecchio,Venezia
Camporese Gritti,Venezia
Miranese Piave,Venezia
Orlanda Pinerolo,Venezia
Favignana,Venezia
Brendole Favignana,Venezia
Delle Macchine Bandiera,Venezia
MESTRE CENTRO B2,Venezia
Asseggiano Volta,Venezia
Malcontenta Iseo,Venezia
Cavergnago Mosto,Venezia
Cavergnago Mosto,Venezia
Cavergnago Mutinelli,Venezia
Cavergnago Mutinelli,Venezia
Mattuglie Perlan,Venezia
Mattuglie Perlan,Venezia
27 OTTOBRE PK,Venezia
Pasqualigo Martiri,Venezia
Stazione MESTRE FS C4,Venezia
Stazione MESTRE FS C5,Venezia
Stazione MESTRE FS C3,Venezia
27 Ottobre D4,Venezia
27 Ottobre D3,Venezia
27 Ottobre D2,Venezia
Forte Marghera Gerlin,Venezia
Forte Marghera Hermada,Venezia
Forte Marghera Millosevic,Venezia
Forte Marghera Moretti,Venezia
Forte Marghera Aretusa,Venezia
Orlanda San Giuliano,Venezia
Orlanda Appia,Venezia
Orlanda Cavergnago,Venezia
Orlanda Sabbadino,Venezia
Orlanda Bagaron,Venezia
Orlanda Tiburtina,Venezia
Orlanda Casilina,Venezia
Orlanda Don Vecchi,Venezia
Orlanda Centro Ippico,Venezia
ORLANDA 200,Venezia
Orlanda Piovega,Venezia
Gatta Pisacane,Venezia
Triestina Tessera,Venezia
Galilei Darsena,Venezia
Calabria campi Sportivi,Venezia
Calabria campi Sportivi,Venezia
Triestina Zorzi,Venezia
Triestina Zuliani,Venezia
Triestina Laguna,Venezia
TRIESTINA AERONAVALI,Venezia
Triestina Paliaghetta,Venezia
Paliaga Ca' Noghera,Venezia
Triestina Scuole,Venezia
TRIESTINA FORTE ROSSAROL,Venezia
Triestina Torre,Venezia
Triestina Piovega,Venezia
Triestina Lazzaretto,Venezia
Triestina Prabello,Venezia
Gobbi Vallenari,Venezia
Gobbi Don Bosco,Venezia
Gobbi Ca' Dolfin,Venezia
Gobbi Mandarini,Venezia
Gobbi Mirtilli,Venezia
Gobbi Orlanda,Venezia
Passo Campalto Orlanda,Venezia
Sabbadino Passo Campalto,Venezia
Sabbadino Bagaron,Venezia
Sabbadino  Laguna,Venezia
Zendrini Villaggio Laguna,Venezia
Cortivo Zendrini,Venezia
Cortivo Tombelle,Venezia
Altinia Berizzi,Venezia
Dese FS,Venezia
Dese Cicogne,Venezia
Dese centro,Venezia
Dese Litomarino,Venezia
ALTINIA 181,Venezia
Altinia Forte Cosenz,Venezia
Altinia Ca' Badoera,Venezia
Altinia Ca' Rezzonico,Venezia
Altinia Ca' Solaro,Venezia
Altinia Indri,Venezia
Altinia San Pietro,Venezia
Altinia Favaro Municipio,Venezia
San Dona' Falzarego,Venezia
Garibaldi  Carpenedo,Venezia
Garibaldi Ognissanti,Venezia
Garibaldi Giardini,Venezia
Garibaldi Municipio,Venezia
Pertini Vespucci,Venezia
Pertini Gavagnin,Venezia
Pertini Chiesa,Venezia
Trezzo Terraglio,Venezia
Cavergnago Taliercio,Venezia
Bissuola Varrone,Venezia
Bissuola Esiodo,Venezia
Casona Marziale,Venezia
Casona Bissuola,Venezia
Bissuola Tevere,Venezia
Bissuola Cadorna,Venezia
Bissuola Pisani,Venezia
Bissuola Colombo,Venezia
De Nicola Chiesa,Venezia
Don Sturzo Vallon,Venezia
Don Sturzo Pasqualigo,Venezia
Pasqualigo Monte Rua,Venezia
Vespucci San Giuseppe,Venezia
Vespucci Boerio,Venezia
Vespucci Gritti,Venezia
Vespucci Cattaneo,Venezia
Vespucci Pigafetta,Venezia
Vespucci Garigliano,Venezia
Fradeletto Cecchini,Venezia
Sansovino Vespucci,Venezia
27 Ottobre D5,Venezia
Miranese Selenia,Venezia
Miranese San Giorgio,Venezia
Trieste Miranese,Venezia
Trieste Robinie,Venezia
Bottenigo Capolinea,Venezia
Villabona Bottenigo,Venezia
Villabona  87,Venezia
Villabona Pioppi,Venezia
Villabona Morari,Venezia
Villabona Ontani,Venezia
San Dona' Cervino,Venezia
Salici Villabona,Venezia
Liberta' Commercio,Venezia
Trieste Catene,Venezia
Trieste Parco,Venezia
Trieste Mazzorbo,Venezia
Trieste Eraclea,Venezia
Calvi Parmesan,Venezia
Paolucci Longhena,Venezia
Durando Bellinato,Venezia
Rizzardi Carrer,Venezia
Marghera Salamonio,Venezia
Brunacci Monzani,Venezia
San Dona' Cervino,Venezia
Pasini Fratellanza,Venezia
Pasini Lavoratore,Venezia
Beccaria Correnti,Venezia
Calucci Quarnaro,Venezia
Paleocapa Parmesan,Venezia
Beccaria Parmesan,Venezia
Beccaria Canetti,Venezia
Beccaria Oroboni,Venezia
Beccaria Chiesa,Venezia
San Dona' Rielta,Venezia
Risorgimento Cimitero,Venezia
Risorgimento Sestella,Venezia
Risorgimento Carnia,Venezia
Risorgimento Asseggiano,Venezia
San Dona' Rielta,Venezia
Gobbi San Dona',Venezia
Cavalcavia Vempa,Venezia
Trezzo Terraglio,Venezia
Liberta' Fincantieri,Venezia
Liberta' Porto Marghera,Venezia
Liberta' Righi,Venezia
Mestre Centro B1,Venezia
Liberta' Santa Chiara,Venezia
Tronchetto Mercato,Venezia
Tronchetto Tronchetto Fer,Venezia
Bandiera Durando,Venezia
Monte Cervino San Dona',Venezia
Bandiera Cantore,Venezia
Bandiera Tommaseo,Venezia
Bandiera Ghega,Venezia
Bandiera Cruto,Venezia
Ancona Torino,Venezia
Ancona Torino,Venezia
Ancona Carbonifera,Venezia
Ancona Carbonifera,Venezia
Padana Colombara,Venezia
Malcontenta Padana,Venezia
Malcontenta Chimica,Venezia
Malcontenta Chiesa,Venezia
Capolinea Fusina,Venezia
Moranzani Elettronica,Venezia
Moranzani Conca,Venezia
Moranzani 42,Venezia
Moranzani 32,Venezia
Malcontenta Scuole,Venezia
Malcontenta Fimon,Venezia
Malcontenta Iseo,Venezia
Ca' Brentelle,Venezia
Malcontenta Erba,Venezia
Ca' Sabbioni Piva,Venezia
Ca' Sabbioni Marcuzzo,Venezia
Capolinea Ca' Sabbioni,Venezia
Ca' Sabbioni Zorzi,Venezia
Ca' Sabbioni Padana,Venezia
Padana Civico 338,Venezia
Padana Stazione,Venezia
Padana delle Trote,Venezia
Padana del Luccio,Venezia
dell' Elettronica Silos,Venezia
Elettronica Stabilimento,Venezia
Elettronica 9,Venezia
Dei Cantieri Centrale,Venezia
Chimica Meccanica,Venezia
Chimica Ingresso 4,Venezia
Chimica Ingresso 5,Venezia
Chimica Ingresso 7,Venezia
Chimica Ingresso 8,Venezia
Bottenigo Bottenigo,Venezia
Bottenigo Mandorli,Venezia
MESTRE CENTRO B4,Venezia
Azoto Macchine,Venezia
Delle Macchine Azoto,Venezia
Ca' Sabbioni Cosmai,Venezia
Trieste Bosco,Venezia
Vespucci Ca' Rossa,Venezia
Peron Saragat,Venezia
Peron Saragat,Venezia
Peron Baseggio,Venezia
Peron Baseggio,Venezia
Altinia Ca' Rezzonico,Venezia
VENEZIA,Venezia
VENEZIA,Venezia
VENEZIA,Venezia
VENEZIA,Venezia
VENEZIA,Venezia
VENEZIA,Venezia
VENEZIA,Venezia
VENEZIA,Venezia
VENEZIA,Venezia
VENEZIA,Venezia
VENEZIA,Venezia
VENEZIA,Venezia
VENEZIA,Venezia
VENEZIA,Venezia
San Dona' Pergola,Venezia
27 Ottobre D1,Venezia
Cavanis Capolinea,Venezia
Visinoni Comboni,Venezia
Visinoni Comboni,Venezia
Visinoni Politi,Venezia
Visinoni Politi,Venezia
delle Messi Bissuola,Venezia
Sernaglia Dante,Venezia
Giovannacci Ulloa,Venezia
Stazione MESTRE FS C1,Venezia
Favretti MESTRE FS C2,Venezia
27 Ottobre D6,Venezia
Carducci Pascoli,Venezia
MESTRE CENTRO B3,Venezia
Bottenigo Bottenigo,Venezia
Marghera Arduino,Venezia
Bottenigo Pinton,Venezia
Bottenigo Pinton,Venezia
Ca' Lin Castellana,Venezia
MESTRE CENTRO B5,Venezia
Azoto Sottana,Venezia
Terminal Ro-Port,Venezia
Correnti Capolinea,Venezia
Deposito della Fisica,Venezia
Deposito della Fisica,Venezia
Marsala Centro Don Vecchi,Venezia
MESTRE CENTRO B7,Venezia
Ca' Solaro Osoppo,Venezia
Ca' Solaro Osoppo,Venezia
CA SOLARO PASQUALIGO,Venezia
Ca' Solaro Pasqualigo,Venezia
Vallon Borgoforte,Venezia
Pasqualigo Braies,Venezia
Pasqualigo Braies,Venezia
Vallon Forte Carpenedo,Venezia
Vallon Forte Carpenedo,Venezia
Pascqualigo Ortisei,Venezia
Pascqualigo Ortisei,Venezia
Monte Celo FAVARO,Venezia
Ca' Solaro Chiesa,Venezia
Ca' Solaro,Venezia
Vallon Valdemare,Venezia
Vallon Valdemare,Venezia
Vallon De Nicola,Venezia
Vallon De Nicola,Venezia
Ca' Solaro Ca' Rezzonico,Venezia
Ca' Solaro Ca' Rezzonico,Venezia
Ca Solaro Tarcento,Venezia
Park Petroli,Venezia
Torino Rossetto,Venezia
Torino Universita',Venezia
Paganello Ticozzi,Venezia
Ca' Marcello Rossetto,Venezia
Ca' Marcello Cappuccina,Venezia
Corso del Popolo Torino,Venezia
Corso del Popolo Milano,Venezia
Corso del Popolo Mestrina,Venezia
Castellana Santa Chiara,Venezia
Cappuccina Sernaglia,Venezia
Trento Fagare',Venezia
Trento Podgora,Venezia
Trento Gazzera Alta,Venezia
Miranese Avanti,Venezia
Miranese Ivancich,Venezia
Miranese Pergine,Venezia
Miranese Piemonte,Venezia
Miranese Lazio,Venezia
Miranese Calucci,Venezia
Miranese Giustizia,Venezia
Miranese Monteverdi,Venezia
Miranese Vivaldi,Venezia
Piave Puccini,Venezia
Piave Fiume,Venezia
Piave Podgora,Venezia
Brendole Promontore,Venezia
Brendole Arsa,Venezia
Asseggiano Chiesa,Venezia
Asseggiano Da Todi,Venezia
Asseggiano Euganea,Venezia
Asseggiano Marzabotto,Venezia
Asseggiano Volta,Venezia
Asseggiano Morin,Venezia
Asseggiano Pirano,Venezia
Gazzera Alta Chiesa,Venezia
Ca' Lin Pitagora,Venezia
Ca' Lin Gatta,Venezia
Gatta Protagora,Venezia
Gatta Immacolata,Venezia
Gatta Santa Lucia,Venezia
GATTA 90,Venezia
Gatta Scaramuzza,Venezia
Gatta Scarante,Venezia
Gatta Verci,Venezia
Terraglio Gatta,Venezia
Terraglio Nigra,Venezia
Terraglio Ca' Sagredo,Venezia
Terraglio Favorita,Venezia
Terraglio Terraglietto,Venezia
Terraglio Villa Salus,Venezia
Terraglio Borgo Pezzana,Venezia
Terraglio Peschiera,Venezia
Terraglio Teano,Venezia
San Rocco Bruno,Venezia
Mattuglie Dignano,Venezia
Trivignano Park P14,Venezia
Trivignano Botticelli,Venezia
Trivignano Park B,Venezia
Trivignano Centro,Venezia
Trivignano Gozzoli,Venezia
Trivignano Lotto,Venezia
Zelarino Parolari,Venezia
Zelarino Municipio,Venezia
Zelarino Chiesa,Venezia
Zelarino Carpaccio,Venezia
Castellana Marzenego,Venezia
Castellana Bellotto,Venezia
Castellana Piazzetta,Venezia
Castellana Cipressina,Venezia
Circonvallazione Olimpia,Venezia
Orlanda Pinerolo,Venezia
Pertini Foscari,Venezia
Pasqualigo Martiri,Venezia
Forte Marghera Gerlin,Venezia
Forte Marghera Hermada,Venezia
Forte Marghera Millosevic,Venezia
Forte Marghera Moretti,Venezia
Forte Marghera Aretusa,Venezia
Orlanda Appia,Venezia
Orlanda Cavergnago,Venezia
Orlanda Sabbadino,Venezia
Orlanda Bagaron,Venezia
Orlanda Tiburtina,Venezia
Orlanda Casilina,Venezia
Orlanda Don Vecchi,Venezia
Orlanda Centro Ippico,Venezia
ORLANDA 200,Venezia
Orlanda Piovega,Venezia
Triestina Tessera,Venezia
Triestina Zorzi,Venezia
Triestina Zuliani,Venezia
Triestina Laguna,Venezia
TRIESTINA AERONAVALI,Venezia
Triestina Paliaghetta,Venezia
Tessera Scuole,Venezia
TRIESTINA FORTE ROSSAROL,Venezia
Triestina Torre,Venezia
Triestina Piovega,Venezia
Triestina Lazzaretto,Venezia
Triestina Prabello,Venezia
Triestina Altinia,Venezia
Gobbi Vallenari,Venezia
Gobbi Don Bosco,Venezia
Gobbi Ca' Dolfin,Venezia
Gobbi Mandarini,Venezia
Gobbi Mirtilli,Venezia
Gobbi Orlanda,Venezia
Passo Campalto Orlanda,Venezia
Sabbadino Passo Campalto,Venezia
Sabbadino Bagaron,Venezia
Sabbadino Laguna,Venezia
Cortivo Tombelle,Venezia
Altinia Berizzi,Venezia
Dese Cicogne,Venezia
Dese Centro,Venezia
Dese Litomarino,Venezia
Altinia 181,Venezia
Altinia Forte Cosenz,Venezia
Altinia Ca' Badoera,Venezia
Altinia Ca' Solaro,Venezia
Altinia Indri,Venezia
Altinia San Pietro,Venezia
Altinia Municipio,Venezia
San Dona' Falzarego,Venezia
Garibaldi  Carpenedo,Venezia
Garibaldi Ognissanti,Venezia
Garibaldi Giardini,Venezia
Garibaldi Municipio,Venezia
Marghera Cimitero,Venezia
Pertini Vespucci,Venezia
Pertini Gavagnin,Venezia
Pertini Chiesa,Venezia
Pertini Foscari,Venezia
Bissuola Varrone,Venezia
Bissuola Esiodo,Venezia
Casona Marziale,Venezia
Casona Bissuola,Venezia
Bissuola Tevere,Venezia
Bissuola Cadorna,Venezia
Bissuola Pisani,Venezia
Bissuola Colombo,Venezia
Tevere Parco,Venezia
Tevere Baglioni,Venezia
Tevere Parco,Venezia
Don Sturzo Pasqualigo,Venezia
Pasqualigo Monte Rua,Venezia
Vespucci San Giuseppe,Venezia
Vespucci Boerio,Venezia
Vespucci Gritti,Venezia
Vespucci Cattaneo,Venezia
Vespucci Pigafetta,Venezia
Vespucci Garigliano,Venezia
Fradeletto Cecchini,Venezia
Miranese Selenia,Venezia
Miranese San Giorgio,Venezia
Trieste Miranese,Venezia
Trieste Robinie,Venezia
Villabona Bottenigo,Venezia
Villabona 87,Venezia
Villabona Pioppi,Venezia
Villabona Morari,Venezia
VIA Villabona Ontani,Venezia
Liberta' Commercio,Venezia
Trieste Catene,Venezia
Trieste Parco,Venezia
Trieste Bosco,Venezia
Trieste Eraclea,Venezia
Calvi Parmesan,Venezia
Paolucci Longhena,Venezia
Brunacci Monzani,Venezia
Pasini Fratellanza,Venezia
Beccaria Correnti,Venezia
Canal Leone,Venezia
Paleocapa Parmesan,Venezia
Beccaria Canetti,Venezia
Beccaria Oroboni,Venezia
Beccaria Chiesa,Venezia
Risorgimento Cimitero,Venezia
Risorgimento Sestella,Venezia
Risorgimento Carnia,Venezia
Risorgimento Asseggiano,Venezia
Rampa Cavalcavia Vempa,Venezia
Cavalcavia Vempa,Venezia
Liberta' Fincantieri,Venezia
Liberta' Porto Marghera,Venezia
Liberta' Righi,Venezia
Liberta' Santa Chiara,Venezia
Tronchetto Mercato,Venezia
Tronchetto Vaporetti,Venezia
Ospedale dell'Angelo SFMR,Venezia
Ospedale dell'Angelo SFMR,Venezia
Ospedale dell'Angelo,Venezia
Ospedale dell'Angelo,Venezia
Ilaria Alpi SFMR ospedale,Venezia
Bandiera Cruto,Venezia
Bandiera Ghega,Venezia
Bandiera Tommaseo,Venezia
Bandiera Cantore,Venezia
Bandiera Durando,Venezia
Bandiera Pila,Venezia
Padana Avena,Venezia
Malcontenta Padana,Venezia
Malcontenta Chimica,Venezia
Malcontenta Chiesa,Venezia
Moranzani Elettronica,Venezia
Moranzani Conca,Venezia
Moranzani 42,Venezia
Moranzani 32,Venezia
Malcontenta Scuole,Venezia
Malcontenta Fimon,Venezia
Malcontenta Erba,Venezia
Ca' Sabbioni Zorzi,Venezia
Ca' Sabbioni Padana,Venezia
Padana Civico 338,Venezia
Padana Stazione,Venezia
Padana delle Trote,Venezia
Padana del Luccio,Venezia
Elettronica Silos,Venezia
Elettronica  Stabilimento,Venezia
Elettronica  9,Venezia
Elettronica Centrale,Venezia
Chimica Meccanica,Venezia
Chimica Ingresso 4,Venezia
Chimica Ingresso 5,Venezia
Chimica Ingresso 7,Venezia
Azoto Macchine,Venezia
Delle Macchine Azoto,Venezia
Risorgimento Miranese,Venezia
Ca' Lin Eraclito,Venezia
Trezzo Battuti,Venezia
Trezzo Battuti,Venezia
Tosatto Impastato,Venezia
Triestina ulss 3,Venezia
Salesiani Ferrarese,Venezia
Agenzia  Entrate,Venezia
Via dei Cantieri Cantiere,Venezia
Scaramuzza Gatta,Venezia
Scaramuzza Forte,Venezia
Scaramuzza Sicilia,Venezia
Scaramuzza Caprera,Venezia
Scaramuzza Rubens,Venezia
Selvanese Visinoni,Venezia
Selvanese Visinoni,Venezia
Tito Castellana,Venezia
Tito Castellana,Venezia
Pertini Carrer,Venezia
Pertini Foscari,Venezia
Tosatto Paccagnella,Venezia
Stazione MESTRE FS,Venezia
Selvanese Pleiadi,Venezia
Selvanese Pleiadi,Venezia
Visinoni Selvanese,Venezia
Visinoni Selvanese,Venezia
Rielta Parco Bissuola,Venezia
Areoporto MARCO POLO,Venezia
Aeroporto MARCO POLO,Venezia
Aeroporto MARCO POLO,Venezia
Casona Vallenari,Venezia
Casona Vallenari,Venezia
Rielta Ca' Rossa,Venezia
Azoto Sottana,Venezia
Vallenari Stoppani,Venezia
Vallenari Stoppani,Venezia
delle Messi Bissuola,Venezia
Delle Macchine Bandiera,Venezia
MESTRE CENTRO B6,Venezia
Brendole Stignano,Venezia
Sansovino Vespucci,Venezia
Tosatto Paccagnella,Venezia
Torino,Venezia
Martiri della Liberta' De,Venezia
Deposito della Fisica,Venezia
Parcheggio VEMPA,Venezia
Fisica Deposito via della,Venezia
Corsia A7 Ve.Park,Venezia
27 Ottobre D3,Venezia
VENEZIA,Venezia
Monte Celo Favaro,Venezia
Monte Celo Favaro,Venezia
Triestina Monte Cimon,Venezia
Triestina Monte Cimon,Venezia
San Dona' Pastrello,Venezia
San Dona' Pastrello,Venezia
San Dona' Marmolada,Venezia
San Dona' Marmolada,Venezia
San Dona' Cervino,Venezia
San Dona' Cervino,Venezia
San Dona' Rielta,Venezia
San Dona' Pineta,Venezia
San Dona' Pineta,Venezia
San Dona' Pasqualigo,Venezia
San Dona' Pasqualigo,Venezia
San Dona' Val Gardena,Venezia
San Dona' Val Gardena,Venezia
Ca' Rossa Serravalle,Venezia
Ca' Rossa Serravalle,Venezia
Ca' Rossa Oberdan,Venezia
Ca' Rossa Oberdan,Venezia
Ca' Rossa Volturno,Venezia
Ca' Rossa Volturno,Venezia
Ca' Rossa Bissuola,Venezia
Ca' Rossa Bissuola,Venezia
MESTRE CENTRO A1,Venezia
Lavelli Paolucci,Venezia
Olivi,Venezia
Olivi,Venezia
Cappuccina Villa ErizzoM9,Venezia
Cappuccina Villa ErizzoM9,Venezia
Cappuccina Bembo,Venezia
Cappuccina Bembo,Venezia
Cappuccina Sernaglia,Venezia
Cappuccina Sernaglia,Venezia
Sant'Antonio Municipio,Venezia
Piazza Mercato,Venezia
Rinascita Beccaria,Venezia
Rinascita Beccaria,Venezia
Cafasso Bottenigo,Venezia
Piazzale Giovanacci,Venezia
Piazzale Giovanacci,Venezia
Piazza Mercato,Venezia
Sant'Antonio Municipio,Venezia
Lavelli Paolucci,Venezia
Cafasso Bottenigo,Venezia
San Marco Manuzio,Venezia
San Marco Manuzio,Venezia
San Marco Cattaneo,Venezia
San Marco Cattaneo,Venezia
San Marco Musatti,Venezia
San Marco Musatti,Venezia
San Marco Sansovino,Venezia
San Marco Sansovino,Venezia
San Marco Molmenti,Venezia
San Marco Molmenti,Venezia
San Marco Boerio,Venezia
San Marco Boerio,Venezia
San Marco Forte Marghera,Venezia
San Marco Forte Marghera,Venezia
Salamonio Marghera,Venezia
Orlanda San Giuliano,Venezia
Orlanda San Giuliano,Venezia
Stazione Mestre FS,Venezia
Stazione Mestre FS,Venezia
Rinascita Emmer,Venezia
Rinascita Emmer,Venezia
MESTRE CENTRO A4,Venezia
MESTRE CENTRO A2,Venezia
VENEZIA CORSIA C,Venezia
Deposito M.Celo Deposito,Venezia
Monte Celo Tronchino,Venezia
